,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,Target,Target_Num
567,"Surgeons, All Other",detailed,29590,5.2,297800,2.6,Healthcare Practitioners and Technical Occupations,10
568,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,240690,1.9,84550,0.7,Healthcare Practitioners and Technical Occupations,10
569,Acupuncturists,detailed,7250,12.7,71770,6,Healthcare Practitioners and Technical Occupations,10
570,Dental Hygienists,detailed,207190,2.1,81360,0.6,Healthcare Practitioners and Technical Occupations,10
571,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,26250,2.6,113230,1.8,Healthcare Practitioners and Technical Occupations,10
572,Health Technologists and Technicians,minor,2887210,0.3,50300,0.2,Healthcare Practitioners and Technical Occupations,10
573,Clinical Laboratory Technologists and Technicians,broad,318780,0.8,56910,0.3,Healthcare Practitioners and Technical Occupations,10
574,Clinical Laboratory Technologists and Technicians,detailed,318780,0.8,56910,0.3,Healthcare Practitioners and Technical Occupations,10
575,Diagnostic Related Technologists and Technicians,broad,408390,0.8,70780,0.3,Healthcare Practitioners and Technical Occupations,10
576,Cardiovascular Technologists and Technicians,detailed,55760,2.1,62020,0.4,Healthcare Practitioners and Technical Occupations,10
577,Diagnostic Medical Sonographers,detailed,78640,1.7,80680,0.4,Healthcare Practitioners and Technical Occupations,10
578,Nuclear Medicine Technologists,detailed,17140,1.8,84850,0.9,Healthcare Practitioners and Technical Occupations,10
579,Radiologic Technologists and Technicians,detailed,216380,1.1,66490,0.4,Healthcare Practitioners and Technical Occupations,10
580,Magnetic Resonance Imaging Technologists,detailed,38070,1.8,77820,0.4,Healthcare Practitioners and Technical Occupations,10
581,Medical Dosimetrists,detailed,2400,4.6,124750,0.9,Healthcare Practitioners and Technical Occupations,10
582,Emergency Medical Technicians and Paramedics,broad,257910,1.1,41480,0.3,Healthcare Practitioners and Technical Occupations,10
583,Emergency Medical Technicians,detailed,161400,1.1,36690,0.4,Healthcare Practitioners and Technical Occupations,10
584,Paramedics,detailed,96510,1.7,49500,0.5,Healthcare Practitioners and Technical Occupations,10
585,Health Practitioner Support Technologists and Technicians,broad,845080,0.6,40170,0.2,Healthcare Practitioners and Technical Occupations,10
586,Dietetic Technicians,detailed,21610,2.7,34160,0.8,Healthcare Practitioners and Technical Occupations,10
587,Pharmacy Technicians,detailed,436630,0.7,37970,0.3,Healthcare Practitioners and Technical Occupations,10
588,Psychiatric Technicians,detailed,93410,2.4,38000,0.8,Healthcare Practitioners and Technical Occupations,10
589,Surgical Technologists,detailed,109060,1.1,53590,0.3,Healthcare Practitioners and Technical Occupations,10
590,Veterinary Technologists and Technicians,detailed,118670,1.4,38250,0.4,Healthcare Practitioners and Technical Occupations,10
591,Ophthalmic Medical Technicians,detailed,65700,4.1,41120,1.4,Healthcare Practitioners and Technical Occupations,10
592,Licensed Practical and Licensed Vocational Nurses,broad,641240,0.7,51850,0.4,Healthcare Practitioners and Technical Occupations,10
593,Licensed Practical and Licensed Vocational Nurses,detailed,641240,0.7,51850,0.4,Healthcare Practitioners and Technical Occupations,10
594,Medical Records Specialists,broad,180570,1.5,48310,0.4,Healthcare Practitioners and Technical Occupations,10
595,Medical Records Specialists,detailed,180570,1.5,48310,0.4,Healthcare Practitioners and Technical Occupations,10
596,"Opticians, Dispensing",broad,73270,1.9,43060,1.2,Healthcare Practitioners and Technical Occupations,10
597,"Opticians, Dispensing",detailed,73270,1.9,43060,1.2,Healthcare Practitioners and Technical Occupations,10
598,Miscellaneous Health Technologists and Technicians,broad,161980,1.5,51910,0.6,Healthcare Practitioners and Technical Occupations,10
599,Orthotists and Prosthetists,detailed,10410,4.5,79820,1.8,Healthcare Practitioners and Technical Occupations,10
600,Hearing Aid Specialists,detailed,10790,6,59960,2.7,Healthcare Practitioners and Technical Occupations,10
601,"Health Technologists and Technicians, All Other",detailed,140770,1.6,49230,0.6,Healthcare Practitioners and Technical Occupations,10
602,Other Healthcare Practitioners and Technical Occupations,minor,128060,1.5,61470,1.2,Healthcare Practitioners and Technical Occupations,10
603,Health Information Technologists and Medical Registrars,broad,37900,2.1,61410,1.3,Healthcare Practitioners and Technical Occupations,10
604,Health Information Technologists and Medical Registrars,detailed,37900,2.1,61410,1.3,Healthcare Practitioners and Technical Occupations,10
605,Miscellaneous Health Practitioners and Technical Workers,broad,90160,1.9,61490,1.7,Healthcare Practitioners and Technical Occupations,10
606,Athletic Trainers,detailed,26070,2.5,54650,0.7,Healthcare Practitioners and Technical Occupations,10
607,Genetic Counselors,detailed,2740,5.5,86640,1.1,Healthcare Practitioners and Technical Occupations,10
608,Surgical Assistants,detailed,17250,5.6,59170,8.2,Healthcare Practitioners and Technical Occupations,10
609,"Healthcare Practitioners and Technical Workers, All Other",detailed,44100,2.1,64880,2.1,Healthcare Practitioners and Technical Occupations,10
610,Healthcare Support Occupations,major,6603680,0.2,33330,0.2,Healthcare Support Occupations,11
611,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,4765620,0.3,30440,0.2,Healthcare Support Occupations,11
612,Home Health and Personal Care Aides,broad,3366480,0.4,29260,0.2,Healthcare Support Occupations,11
613,Home Health and Personal Care Aides,detailed,3366480,0.4,29260,0.2,Healthcare Support Occupations,11
614,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,1399130,0.5,33290,0.2,Healthcare Support Occupations,11
615,Nursing Assistants,detailed,1314830,0.5,33250,0.2,Healthcare Support Occupations,11
616,Orderlies,detailed,45160,0.9,33440,0.2,Healthcare Support Occupations,11
617,Psychiatric Aides,detailed,39140,2.5,34640,0.6,Healthcare Support Occupations,11
618,Occupational Therapy and Physical Therapist Assistants and Aides,minor,181410,1.2,53900,0.7,Healthcare Support Occupations,11
619,Occupational Therapy Assistants and Aides,broad,45350,2.4,61760,0.7,Healthcare Support Occupations,11
620,Occupational Therapy Assistants,detailed,41980,2.6,63560,0.6,Healthcare Support Occupations,11
621,Occupational Therapy Aides,detailed,3370,7.8,39230,3.4,Healthcare Support Occupations,11
622,Physical Therapist Assistants and Aides,broad,136050,1.4,51280,0.9,Healthcare Support Occupations,11
623,Physical Therapist Assistants,detailed,93660,1.7,60740,0.7,Healthcare Support Occupations,11
624,Physical Therapist Aides,detailed,42390,2.9,30370,1,Healthcare Support Occupations,11
625,Other Healthcare Support Occupations,minor,1656660,0.5,39360,0.3,Healthcare Support Occupations,11
626,Massage Therapists,broad,81030,2.6,49260,1.2,Healthcare Support Occupations,11
627,Massage Therapists,detailed,81030,2.6,49260,1.2,Healthcare Support Occupations,11
628,Miscellaneous Healthcare Support Occupations,broad,1575620,0.5,38860,0.3,Healthcare Support Occupations,11
629,Dental Assistants,detailed,347170,1.2,42510,0.5,Healthcare Support Occupations,11
630,Medical Assistants,detailed,727760,0.8,38190,0.3,Healthcare Support Occupations,11
631,Medical Equipment Preparers,detailed,61170,1.1,42420,0.5,Healthcare Support Occupations,11
632,Medical Transcriptionists,detailed,55830,3.7,34220,0.9,Healthcare Support Occupations,11
633,Pharmacy Aides,detailed,43560,3.7,34560,1.1,Healthcare Support Occupations,11
634,Veterinary Assistants and Laboratory Animal Caretakers,detailed,98970,1.8,31780,0.4,Healthcare Support Occupations,11
635,Phlebotomists,detailed,132750,1.4,38450,0.3,Healthcare Support Occupations,11
636,"Healthcare Support Workers, All Other",detailed,108410,1.6,40690,0.4,Healthcare Support Occupations,11
637,Protective Service Occupations,major,3385030,0.3,53420,0.3,Protective Service Occupations,12
638,Supervisors of Protective Service Workers,minor,342810,0.5,81010,0.3,Protective Service Occupations,12
639,First-Line Supervisors of Law Enforcement Workers,broad,182700,0.4,90110,0.3,Protective Service Occupations,12
640,First-Line Supervisors of Correctional Officers,detailed,54470,0.3,69750,0.2,Protective Service Occupations,12
641,First-Line Supervisors of Police and Detectives,detailed,128230,0.6,98760,0.3,Protective Service Occupations,12
642,First-Line Supervisors of Firefighting and Prevention Workers,broad,80890,1.3,83270,0.5,Protective Service Occupations,12
643,First-Line Supervisors of Firefighting and Prevention Workers,detailed,80890,1.3,83270,0.5,Protective Service Occupations,12
644,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,79230,1.1,57730,0.5,Protective Service Occupations,12
645,First-Line Supervisors of Security Workers,detailed,55450,1.4,55080,0.7,Protective Service Occupations,12
646,"First-Line Supervisors of Protective Service Workers, All Other",detailed,23780,1.4,63910,0.6,Protective Service Occupations,12
647,Firefighting and Prevention Workers,minor,334670,1.1,55910,0.6,Protective Service Occupations,12
648,Firefighters,broad,317310,1.2,55290,0.6,Protective Service Occupations,12
649,Firefighters,detailed,317310,1.2,55290,0.6,Protective Service Occupations,12
650,Fire Inspectors,broad,17370,3.5,67230,1.4,Protective Service Occupations,12
651,Fire Inspectors and Investigators,detailed,14600,4.2,69680,1.6,Protective Service Occupations,12
652,Forest Fire Inspectors and Prevention Specialists,detailed,2770,2.8,54340,1.7,Protective Service Occupations,12
653,Law Enforcement Workers,minor,1200060,0.3,66370,0.3,Protective Service Occupations,12
654,"Bailiffs, Correctional Officers, and Jailers",broad,409020,0.4,53380,0.3,Protective Service Occupations,12
655,Bailiffs,detailed,16420,1.5,52340,0.8,Protective Service Occupations,12
656,Correctional Officers and Jailers,detailed,392600,0.4,53420,0.3,Protective Service Occupations,12
657,Detectives and Criminal Investigators,broad,107890,0.3,90370,0.2,Protective Service Occupations,12
658,Detectives and Criminal Investigators,detailed,107890,0.3,90370,0.2,Protective Service Occupations,12
659,Fish and Game Wardens,broad,6730,0.3,58190,0.3,Protective Service Occupations,12
660,Fish and Game Wardens,detailed,6730,0.3,58190,0.3,Protective Service Occupations,12
661,Parking Enforcement Workers,broad,7450,3.4,46050,0.9,Protective Service Occupations,12
662,Parking Enforcement Workers,detailed,7450,3.4,46050,0.9,Protective Service Occupations,12
663,Police Officers,broad,668970,0.4,70740,0.3,Protective Service Occupations,12
664,Police and Sheriff's Patrol Officers,detailed,665380,0.4,70750,0.3,Protective Service Occupations,12
665,Transit and Railroad Police,detailed,3590,4.3,69570,1.6,Protective Service Occupations,12
666,Other Protective Service Workers,minor,1507480,0.5,36280,0.4,Protective Service Occupations,12
667,Animal Control Workers,broad,11600,1.7,42620,0.8,Protective Service Occupations,12
668,Animal Control Workers,detailed,11600,1.7,42620,0.8,Protective Service Occupations,12
669,Private Detectives and Investigators,broad,28860,4,60970,1.5,Protective Service Occupations,12
670,Private Detectives and Investigators,detailed,28860,4,60970,1.5,Protective Service Occupations,12
671,Security Guards and Gambling Surveillance Officers,broad,1066280,0.4,35860,0.4,Protective Service Occupations,12
672,Gambling Surveillance Officers and Gambling Investigators,detailed,9190,2.1,38080,0.7,Protective Service Occupations,12
673,Security Guards,detailed,1057100,0.4,35830,0.4,Protective Service Occupations,12
674,Miscellaneous Protective Service Workers,broad,400740,1.4,35450,0.6,Protective Service Occupations,12
675,Crossing Guards and Flaggers,detailed,82690,2.9,35670,1,Protective Service Occupations,12
676,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,114320,4,27320,1.3,Protective Service Occupations,12
677,Transportation Security Screeners,detailed,48320,0.4,46380,0.2,Protective Service Occupations,12
678,School Bus Monitors,detailed,55310,2,30220,0.6,Protective Service Occupations,12
679,"Protective Service Workers, All Other",detailed,100110,2.4,42160,0.7,Protective Service Occupations,12
680,Food Preparation and Serving Related Occupations,major,11201480,0.2,29450,0.4,Food Preparation and Serving Related Occupations,13
681,Supervisors of Food Preparation and Serving Workers,minor,1170410,0.8,41130,0.6,Food Preparation and Serving Related Occupations,13
682,Supervisors of Food Preparation and Serving Workers,broad,1170410,0.8,41130,0.6,Food Preparation and Serving Related Occupations,13
683,Chefs and Head Cooks,detailed,129810,2.7,56920,1.8,Food Preparation and Serving Related Occupations,13
684,First-Line Supervisors of Food Preparation and Serving Workers,detailed,1040600,0.9,39150,0.6,Food Preparation and Serving Related Occupations,13
685,Cooks and Food Preparation Workers,minor,3281610,0.7,29380,0.4,Food Preparation and Serving Related Occupations,13
686,Cooks,broad,2498260,0.8,29560,0.5,Food Preparation and Serving Related Occupations,13
687,"Cooks, Fast Food",detailed,768130,2.2,25490,0.6,Food Preparation and Serving Related Occupations,13
688,"Cooks, Institution and Cafeteria",detailed,392860,0.7,31520,0.4,Food Preparation and Serving Related Occupations,13
689,"Cooks, Private Household",detailed,440,25.2,43260,12.3,Food Preparation and Serving Related Occupations,13
690,"Cooks, Restaurant",detailed,1193860,1.1,31630,0.6,Food Preparation and Serving Related Occupations,13
691,"Cooks, Short Order",detailed,124800,6.2,28110,1.3,Food Preparation and Serving Related Occupations,13
692,"Cooks, All Other",detailed,18170,9.3,33390,1.6,Food Preparation and Serving Related Occupations,13
693,Food Preparation Workers,broad,783350,1.7,28810,0.5,Food Preparation and Serving Related Occupations,13
694,Food Preparation Workers,detailed,783350,1.7,28810,0.5,Food Preparation and Serving Related Occupations,13
695,Food and Beverage Serving Workers,minor,5627500,0.5,27520,0.4,Food Preparation and Serving Related Occupations,13
696,Bartenders,broad,485330,1.4,30340,1,Food Preparation and Serving Related Occupations,13
697,Bartenders,detailed,485330,1.4,30340,1,Food Preparation and Serving Related Occupations,13
698,Fast Food and Counter Workers,broad,3095120,0.9,26060,0.4,Food Preparation and Serving Related Occupations,13
699,Fast Food and Counter Workers,detailed,3095120,0.9,26060,0.4,Food Preparation and Serving Related Occupations,13
700,Waiters and Waitresses,broad,1804030,0.8,29010,0.7,Food Preparation and Serving Related Occupations,13
701,Waiters and Waitresses,detailed,1804030,0.8,29010,0.7,Food Preparation and Serving Related Occupations,13
702,"Food Servers, Nonrestaurant",broad,243030,1.6,29500,0.6,Food Preparation and Serving Related Occupations,13
703,"Food Servers, Nonrestaurant",detailed,243030,1.6,29500,0.6,Food Preparation and Serving Related Occupations,13
704,Other Food Preparation and Serving Related Workers,minor,1121960,1.1,27170,0.5,Food Preparation and Serving Related Occupations,13
705,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,336970,2.4,27690,1,Food Preparation and Serving Related Occupations,13
706,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,336970,2.4,27690,1,Food Preparation and Serving Related Occupations,13
707,Dishwashers,broad,377040,1.6,27350,0.5,Food Preparation and Serving Related Occupations,13
708,Dishwashers,detailed,377040,1.6,27350,0.5,Food Preparation and Serving Related Occupations,13
709,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,324690,1.7,26000,0.6,Food Preparation and Serving Related Occupations,13
710,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,324690,1.7,26000,0.6,Food Preparation and Serving Related Occupations,13
711,Miscellaneous Food Preparation and Serving Related Workers,broad,83240,5.8,28760,1.3,Food Preparation and Serving Related Occupations,13
712,"Food Preparation and Serving Related Workers, All Other",detailed,83240,5.8,28760,1.3,Food Preparation and Serving Related Occupations,13
713,Building and Grounds Cleaning and Maintenance Occupations,major,4108810,0.3,33750,0.2,Building and Grounds Cleaning and Maintenance Occupations,14
714,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,270020,1,48620,0.4,Building and Grounds Cleaning and Maintenance Occupations,14
715,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,270020,1,48620,0.4,Building and Grounds Cleaning and Maintenance Occupations,14
716,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,153640,1.1,45100,0.4,Building and Grounds Cleaning and Maintenance Occupations,14
717,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,116380,1.9,53270,0.7,Building and Grounds Cleaning and Maintenance Occupations,14
718,Building Cleaning and Pest Control Workers,minor,2862840,0.3,31590,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
719,Building Cleaning Workers,broad,2777470,0.3,31310,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
720,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2036680,0.4,31860,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
721,Maids and Housekeeping Cleaners,detailed,723430,1.2,29580,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
722,"Building Cleaning Workers, All Other",detailed,17350,7.2,38530,3.1,Building and Grounds Cleaning and Maintenance Occupations,14
723,Pest Control Workers,broad,85370,1,40640,0.8,Building and Grounds Cleaning and Maintenance Occupations,14
724,Pest Control Workers,detailed,85370,1,40640,0.8,Building and Grounds Cleaning and Maintenance Occupations,14
725,Grounds Maintenance Workers,minor,975950,0.5,35960,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
726,Grounds Maintenance Workers,broad,975950,0.5,35960,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
727,Landscaping and Groundskeeping Workers,detailed,892450,0.6,35240,0.3,Building and Grounds Cleaning and Maintenance Occupations,14
728,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,25820,4.1,40500,1,Building and Grounds Cleaning and Maintenance Occupations,14
729,Tree Trimmers and Pruners,detailed,41920,5.8,47450,1.2,Building and Grounds Cleaning and Maintenance Occupations,14
730,"Grounds Maintenance Workers, All Other",detailed,15770,7.7,39120,1.6,Building and Grounds Cleaning and Maintenance Occupations,14
731,Personal Care and Service Occupations,major,2566440,0.6,33620,0.5,Personal Care and Service Occupations,15
732,Supervisors of Personal Care and Service Workers,minor,187400,1,46950,0.6,Personal Care and Service Occupations,15
733,First-Line Supervisors of Entertainment and Recreation Workers,broad,86370,1.5,48370,0.6,Personal Care and Service Occupations,15
734,First-Line Supervisors of Gambling Services Workers,detailed,19510,2.3,52590,0.8,Personal Care and Service Occupations,15
735,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,66860,1.9,47130,0.6,Personal Care and Service Occupations,15
736,First-Line Supervisors of Personal Service Workers,broad,101030,1.5,45730,0.9,Personal Care and Service Occupations,15
737,First-Line Supervisors of Personal Service Workers,detailed,101030,1.5,45730,0.9,Personal Care and Service Occupations,15
738,Animal Care and Service Workers,minor,241520,1.3,30100,0.5,Personal Care and Service Occupations,15
739,Animal Trainers,broad,15840,3.4,38230,2.8,Personal Care and Service Occupations,15
740,Animal Trainers,detailed,15840,3.4,38230,2.8,Personal Care and Service Occupations,15
741,Animal Caretakers,broad,225680,1.4,29520,0.5,Personal Care and Service Occupations,15
742,Animal Caretakers,detailed,225680,1.4,29520,0.5,Personal Care and Service Occupations,15
743,Entertainment Attendants and Related Workers,minor,418960,1.5,27170,0.6,Personal Care and Service Occupations,15
744,Gambling Services Workers,broad,82860,1.7,29340,1.3,Personal Care and Service Occupations,15
745,Gambling Dealers,detailed,64700,1.7,28960,1.6,Personal Care and Service Occupations,15
746,Gambling and Sports Book Writers and Runners,detailed,7340,5.8,29110,2.3,Personal Care and Service Occupations,15
747,"Gambling Service Workers, All Other",detailed,10820,5,31790,1.7,Personal Care and Service Occupations,15
748,Motion Picture Projectionists,broad,1620,8.9,32970,2.6,Personal Care and Service Occupations,15
749,Motion Picture Projectionists,detailed,1620,8.9,32970,2.6,Personal Care and Service Occupations,15
750,"Ushers, Lobby Attendants, and Ticket Takers",broad,54970,3.1,26390,1.2,Personal Care and Service Occupations,15
751,"Ushers, Lobby Attendants, and Ticket Takers",detailed,54970,3.1,26390,1.2,Personal Care and Service Occupations,15
752,Miscellaneous Entertainment Attendants and Related Workers,broad,279510,2.2,26650,0.5,Personal Care and Service Occupations,15
753,Amusement and Recreation Attendants,detailed,262170,2.3,26110,0.4,Personal Care and Service Occupations,15
754,Costume Attendants,detailed,3380,11.6,54590,4.5,Personal Care and Service Occupations,15
755,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,9670,5.7,30220,1.4,Personal Care and Service Occupations,15
756,"Entertainment Attendants and Related Workers, All Other",detailed,4290,11.3,29680,3.6,Personal Care and Service Occupations,15
757,Funeral Service Workers,minor,63300,1.1,42800,0.9,Personal Care and Service Occupations,15
758,Embalmers and Crematory Operators,broad,6110,5,47350,1.8,Personal Care and Service Occupations,15
759,Embalmers,detailed,4070,5.5,51210,2.1,Personal Care and Service Occupations,15
760,Crematory Operators,detailed,2040,11.8,39660,1.5,Personal Care and Service Occupations,15
761,Funeral Attendants,broad,32490,1.7,31630,1.1,Personal Care and Service Occupations,15
762,Funeral Attendants,detailed,32490,1.7,31630,1.1,Personal Care and Service Occupations,15
763,"Morticians, Undertakers, and Funeral Arrangers",broad,24700,2.1,56360,1.2,Personal Care and Service Occupations,15
764,"Morticians, Undertakers, and Funeral Arrangers",detailed,24700,2.1,56360,1.2,Personal Care and Service Occupations,15
765,Personal Appearance Workers,minor,481530,1.1,35350,1.2,Personal Care and Service Occupations,15
766,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,298880,1.5,35980,1.3,Personal Care and Service Occupations,15
767,Barbers,detailed,12910,8.1,35700,3.2,Personal Care and Service Occupations,15
768,"Hairdressers, Hairstylists, and Cosmetologists",detailed,285980,1.6,35990,1.3,Personal Care and Service Occupations,15
769,Miscellaneous Personal Appearance Workers,broad,182640,3.6,34310,1.9,Personal Care and Service Occupations,15
770,"Makeup Artists, Theatrical and Performance",detailed,1960,39,124380,12.2,Personal Care and Service Occupations,15
771,Manicurists and Pedicurists,detailed,120540,2.1,30480,1,Personal Care and Service Occupations,15
772,Shampooers,detailed,9560,11.2,25160,2.6,Personal Care and Service Occupations,15
773,Skincare Specialists,detailed,50580,9.1,41700,2.4,Personal Care and Service Occupations,15
774,"Baggage Porters, Bellhops, and Concierges",minor,54100,4.3,34680,2,Personal Care and Service Occupations,15
775,"Baggage Porters, Bellhops, and Concierges",broad,54100,4.3,34680,2,Personal Care and Service Occupations,15
776,Baggage Porters and Bellhops,detailed,20530,4.9,30040,2.5,Personal Care and Service Occupations,15
777,Concierges,detailed,33560,6.1,37520,2.2,Personal Care and Service Occupations,15
778,Tour and Travel Guides,minor,30980,3.1,33200,1.7,Personal Care and Service Occupations,15
779,Tour and Travel Guides,broad,30980,3.1,33200,1.7,Personal Care and Service Occupations,15
780,Tour and Travel Guides,detailed,30980,3.1,33200,1.7,Personal Care and Service Occupations,15
781,Other Personal Care and Service Workers,minor,1088670,1.2,33260,0.5,Personal Care and Service Occupations,15
782,Childcare Workers,broad,438520,1.6,27680,0.5,Personal Care and Service Occupations,15
783,Childcare Workers,detailed,438520,1.6,27680,0.5,Personal Care and Service Occupations,15
784,Recreation and Fitness Workers,broad,485620,1,38340,0.7,Personal Care and Service Occupations,15
785,Exercise Trainers and Group Fitness Instructors,detailed,221600,1.6,45870,1,Personal Care and Service Occupations,15
786,Recreation Workers,detailed,264020,1,32020,0.4,Personal Care and Service Occupations,15
787,Residential Advisors,broad,92500,1.9,34950,0.6,Personal Care and Service Occupations,15
788,Residential Advisors,detailed,92500,1.9,34950,0.6,Personal Care and Service Occupations,15
789,Miscellaneous Personal Care and Service Workers,broad,72030,9.4,30790,1,Personal Care and Service Occupations,15
790,"Personal Care and Service Workers, All Other",detailed,72030,9.4,30790,1,Personal Care and Service Occupations,15
791,Sales and Related Occupations,major,13256290,0.3,46080,0.2,Sales and Related Occupations,16
792,Supervisors of Sales Workers,minor,1387190,0.3,54880,0.3,Sales and Related Occupations,16
793,First-Line Supervisors of Sales Workers,broad,1387190,0.3,54880,0.3,Sales and Related Occupations,16
794,First-Line Supervisors of Retail Sales Workers,detailed,1143260,0.4,46890,0.3,Sales and Related Occupations,16
795,First-Line Supervisors of Non-Retail Sales Workers,detailed,243920,0.9,92320,0.7,Sales and Related Occupations,16
796,Retail Sales Workers,minor,7665410,0.3,30060,0.2,Sales and Related Occupations,16
797,Cashiers,broad,3335170,0.5,26780,0.2,Sales and Related Occupations,16
798,Cashiers,detailed,3318020,0.5,26770,0.2,Sales and Related Occupations,16
799,Gambling Change Persons and Booth Cashiers,detailed,17150,3.3,29130,1.1,Sales and Related Occupations,16
800,Counter and Rental Clerks and Parts Salespersons,broad,636750,1.1,36480,0.4,Sales and Related Occupations,16
801,Counter and Rental Clerks,detailed,371620,1.5,36170,0.5,Sales and Related Occupations,16
802,Parts Salespersons,detailed,265130,1,36920,0.5,Sales and Related Occupations,16
803,Retail Salespersons,broad,3693490,0.3,31920,0.2,Sales and Related Occupations,16
804,Retail Salespersons,detailed,3693490,0.3,31920,0.2,Sales and Related Occupations,16
805,"Sales Representatives, Services",minor,2009700,0.6,74770,0.4,Sales and Related Occupations,16
806,Advertising Sales Agents,broad,96660,2.8,66540,1,Sales and Related Occupations,16
807,Advertising Sales Agents,detailed,96660,2.8,66540,1,Sales and Related Occupations,16
808,Insurance Sales Agents,broad,422600,1.1,69340,1.2,Sales and Related Occupations,16
809,Insurance Sales Agents,detailed,422600,1.1,69340,1.2,Sales and Related Occupations,16
810,"Securities, Commodities, and Financial Services Sales Agents",broad,426870,1.2,93260,0.8,Sales and Related Occupations,16
811,"Securities, Commodities, and Financial Services Sales Agents",detailed,426870,1.2,93260,0.8,Sales and Related Occupations,16
812,Travel Agents,broad,37190,2.4,46580,1.4,Sales and Related Occupations,16
813,Travel Agents,detailed,37190,2.4,46580,1.4,Sales and Related Occupations,16
814,"Miscellaneous Sales Representatives, Services",broad,1026390,0.7,71110,0.5,Sales and Related Occupations,16
815,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,1026390,0.7,71110,0.5,Sales and Related Occupations,16
816,"Sales Representatives, Wholesale and Manufacturing",minor,1508660,0.6,77750,0.4,Sales and Related Occupations,16
817,"Sales Representatives, Wholesale and Manufacturing",broad,1508660,0.6,77750,0.4,Sales and Related Occupations,16
818,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,266160,1.6,102750,0.8,Sales and Related Occupations,16
819,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1242490,0.7,72390,0.4,Sales and Related Occupations,16
820,Other Sales and Related Workers,minor,685330,1.2,53580,0.9,Sales and Related Occupations,16
821,"Models, Demonstrators, and Product Promoters",broad,42670,3.8,39550,5.6,Sales and Related Occupations,16
822,Demonstrators and Product Promoters,detailed,40680,3.9,36990,1.6,Sales and Related Occupations,16
824,Real Estate Brokers and Sales Agents,broad,224380,2.3,66880,1.7,Sales and Related Occupations,16
825,Real Estate Brokers,detailed,48460,6.9,86490,4.5,Sales and Related Occupations,16
826,Real Estate Sales Agents,detailed,175920,3.8,61480,1.8,Sales and Related Occupations,16
827,Sales Engineers,broad,59550,2.9,118630,0.9,Sales and Related Occupations,16
828,Sales Engineers,detailed,59550,2.9,118630,0.9,Sales and Related Occupations,16
829,Telemarketers,broad,115130,3.2,30670,1.3,Sales and Related Occupations,16
830,Telemarketers,detailed,115130,3.2,30670,1.3,Sales and Related Occupations,16
831,Miscellaneous Sales and Related Workers,broad,243600,1.5,38720,0.7,Sales and Related Occupations,16
832,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,7860,8.9,34970,2.1,Sales and Related Occupations,16
833,"Sales and Related Workers, All Other",detailed,235740,1.5,38840,0.7,Sales and Related Occupations,16
834,Office and Administrative Support Occupations,major,18299380,0.1,43430,0.1,Office and Administrative Support Occupations,17
835,Supervisors of Office and Administrative Support Workers,minor,1443630,0.3,63380,0.1,Office and Administrative Support Occupations,17
836,First-Line Supervisors of Office and Administrative Support Workers,broad,1443630,0.3,63380,0.1,Office and Administrative Support Occupations,17
837,First-Line Supervisors of Office and Administrative Support Workers,detailed,1443630,0.3,63380,0.1,Office and Administrative Support Occupations,17
838,Communications Equipment Operators,minor,53400,1.7,35310,0.5,Office and Administrative Support Occupations,17
839,"Switchboard Operators, Including Answering Service",broad,48190,1.8,34590,0.5,Office and Administrative Support Occupations,17
840,"Switchboard Operators, Including Answering Service",detailed,48190,1.8,34590,0.5,Office and Administrative Support Occupations,17
